ts,type,side,price_ticks,qty,id
1784862934491620134,cancel,buy,652987,0,4232
1784862934491620134,add,buy,652987,650056,4244
1784862934491676739,add,buy,652854,762528,4245
1784862934491716531,cancel,sell,653303,0,4207
1784862934491716531,cancel,sell,653330,0,4216
1784862934491716531,add,sell,653330,114212,4246
1784862934491758863,cancel,buy,652987,0,4244
1784862934491758863,add,buy,652987,95038,4247
1784862934491758863,cancel,buy,652999,0,4236
1784862934491758863,add,buy,652999,6459899,4248
1784862934491795090,cancel,buy,652955,0,4238
1784862934491795090,add,buy,652955,1392551,4249
1784862934491825314,cancel,buy,652954,0,4226
1784862934491825314,add,buy,652954,163592,4250
1784862934491825314,cancel,buy,652999,0,4248
1784862934491825314,add,buy,652999,10103428,4251
1784862934491862663,cancel,buy,652955,0,4249
1784862934491862663,add,buy,652955,1432338,4252
1784862934499591780,cancel,buy,652954,0,4250
1784862934499591780,add,buy,652954,193392,4253
1784862934499791329,cancel,buy,652955,0,4252
1784862934499791329,add,buy,652955,277479,4254
1784862934499860907,cancel,buy,652909,0,4240
1784862934499860907,add,buy,652909,298093,4255
1784862934499913105,cancel,buy,652954,0,4253
1784862934499913105,add,buy,652954,162792,4256
1784862934499959952,add,buy,652958,267296,4257
1784862934500001124,cancel,buy,652999,0,4251
1784862934500001124,add,buy,652999,8603428,4258
1784862934500040728,cancel,buy,652976,0,4233
1784862934500040728,cancel,buy,652848,0,4016
1784862934500040728,add,buy,652848,678548,4259
1784862934500040728,cancel,buy,652975,0,4225
1784862934500040728,add,buy,652975,230394,4260
1784862934500095208,cancel,buy,652999,0,4258
1784862934500095208,add,buy,652999,10103428,4261
1784862934500132712,cancel,buy,652956,0,4206
1784862934500132712,add,buy,652956,93920,4262
1784862934500169965,cancel,buy,652999,0,4261
1784862934500169965,add,buy,652999,10197348,4263
1784862934500218918,cancel,buy,652955,0,4254
1784862934500218918,add,buy,652955,237693,4264
1784862934500258002,cancel,buy,652999,0,4263
1784862934500258002,add,buy,652999,10256348,4265
1784862934500297533,cancel,buy,652909,0,4255
1784862934500297533,add,buy,652909,495212,4266
1784862934500334178,cancel,buy,652892,0,4083
1784862934500334178,cancel,buy,652846,0,3720
1784862934500334178,add,buy,652846,51,4267
1784862934500456245,cancel,buy,652999,0,4265
1784862934500456245,add,buy,652999,10976954,4268
1784862934500527471,cancel,buy,652909,0,4266
1784862934500527471,add,buy,652909,298093,4269
1784862934506665236,add,buy,652849,248287,4270
1784862934506795901,cancel,buy,652975,0,4260
1784862934506795901,add,buy,652975,230100,4271
1784862934506795901,cancel,buy,652999,0,4268
1784862934506795901,add,buy,652999,10977248,4272
1784862934506856890,cancel,buy,652975,0,4271
1784862934506856890,add,buy,652975,325138,4273
1784862934506900540,cancel,buy,652987,0,4247
1784862934506900540,cancel,buy,652846,0,4267
1784862934506900540,add,buy,652846,51,4274
1784862934515604128,cancel,buy,652986,0,4230
1784862934515604128,add,buy,652986,37457,4275
1784862934515784494,cancel,buy,652999,0,4272
1784862934515784494,add,buy,652999,11091576,4276
1784862934515875062,cancel,buy,652999,0,4276
1784862934515875062,add,buy,652999,11091194,4277
1784862934515875062,cancel,buy,652986,0,4275
1784862934515875062,add,buy,652986,37840,4278
1784862934526454747,cancel,buy,652890,0,4224
1784862934526454747,add,buy,652890,717927,4279
1784862934526715111,cancel,buy,652957,0,4237
1784862934526715111,add,buy,652957,243455,4280
1784862934526802060,cancel,buy,652974,0,4208
1784862934526802060,cancel,buy,652840,0,4187
1784862934526802060,add,buy,652840,153184,4281
1784862934526879347,cancel,buy,652891,0,4209
1784862934526879347,add,buy,652891,844696,4282
1784862934546309387,cancel,sell,653309,0,4204
1784862934546309387,cancel,sell,653335,0,4146
1784862934546309387,add,sell,653335,386031,4283
1784862934546511239,add,sell,653311,765332,4284
1784862934546576210,cancel,buy,652999,0,4277
1784862934546576210,add,buy,652999,11856891,4285
1784862934546629877,cancel,buy,652854,0,4245
1784862934546629877,cancel,buy,652824,0,4212
1784862934546629877,add,buy,652824,612,4286
1784862934546679587,cancel,buy,652873,0,3858
1784862934546679587,add,buy,652873,2367537,4287
1784862934546718422,add,buy,652832,7658933,4288
1784862934546752367,add,sell,653324,1426233,4289
1784862934546789943,cancel,buy,652909,0,4269
1784862934546789943,add,buy,652909,268293,4290
1784862934546825611,cancel,buy,652999,0,4285
1784862934546825611,add,buy,652999,11136285,4291
1784862934546860342,cancel,buy,652891,0,4282
1784862934546860342,add,buy,652891,1772641,4292
1784862934546890712,add,sell,653308,753265,4293
1784862934546922183,cancel,buy,652891,0,4292
1784862934546922183,add,buy,652891,2370075,4294
1784862934548910590,add,buy,652987,1531,4295
1784862934549059250,add,buy,652988,134829,4296
1784862934549123129,cancel,sell,653311,0,4284
1784862934549123129,cancel,sell,653328,0,4108
1784862934549123129,add,sell,653328,309,4297
1784862934549181769,cancel,buy,652999,0,4291
1784862934549181769,add,buy,652999,11231323,4298
1784862934549239164,cancel,buy,652999,0,4298
1784862934549239164,add,buy,652999,9731323,4299
1784862934549280680,cancel,buy,652886,0,4050
1784862934549280680,cancel,buy,652840,0,4281
1784862934549280680,add,buy,652840,153184,4300
1784862934549280680,cancel,buy,652954,0,4256
1784862934549280680,add,buy,652954,562792,4301
1784862934549326943,cancel,buy,652909,0,4290
1784862934549326943,add,buy,652909,30600,4302
1784862934549365532,cancel,sell,653308,0,4293
1784862934549365532,add,sell,653308,1112756,4303
1784862934549401426,cancel,buy,652909,0,4302
1784862934549401426,cancel,buy,652832,0,4288
1784862934549401426,add,buy,652832,7658933,4304
1784862934549439235,cancel,buy,652954,0,4301
1784862934549439235,add,buy,652954,532992,4305
1784862934549473046,cancel,buy,652910,0,4241
1784862934549473046,add,buy,652910,129452,4306
1784862934549505671,cancel,buy,652910,0,4306
1784862934549505671,add,buy,652910,20564,4307
1784862934549798778,cancel,buy,652975,0,4273
1784862934549798778,add,buy,652975,230100,4308
1784862934562706052,cancel,buy,652910,0,4307
1784862934562706052,cancel,buy,652824,0,4286
1784862934562706052,add,buy,652824,612,4309
1784862934562920025,cancel,buy,652957,0,4280
1784862934562920025,add,buy,652957,140000,4310
1784862934562990212,cancel,buy,652938,0,4142
1784862934562990212,cancel,buy,652821,0,4220
1784862934562990212,add,buy,652821,47143,4311
1784862934563046892,cancel,buy,652891,0,4294
1784862934563046892,add,buy,652891,1442130,4312
1784862934563090684,cancel,buy,652999,0,4299
1784862934563090684,add,buy,652999,9969016,4313
1784862934563130644,cancel,buy,652890,0,4279
1784862934563130644,add,buy,652890,624007,4314
1784862934563167500,cancel,sell,653308,0,4303
1784862934563167500,add,sell,653308,1257146,4315
1784862934563207281,cancel,sell,653308,0,4315
1784862934563207281,add,sell,653308,897655,4316
1784862934563245554,cancel,sell,653308,0,4316
1784862934563245554,add,sell,653308,753265,4317
1784862934568619715,cancel,buy,652999,0,4313
1784862934568619715,add,buy,652999,9414008,4318
1784862934568619715,cancel,buy,652958,0,4257
1784862934568619715,add,buy,652958,822339,4319
1784862934568968310,cancel,buy,652988,0,4296
1784862934568968310,cancel,buy,652820,0,4222
1784862934568968310,add,buy,652820,59000,4320
1784862934569280350,cancel,buy,652999,0,4318
1784862934569280350,add,buy,652999,9384208,4321
1784862934569362292,add,sell,653263,17612,4322
1784862934583309837,cancel,buy,652889,0,4243
1784862934583309837,add,buy,652889,271078,4323
1784862934583531316,cancel,buy,652889,0,4323
1784862934583531316,add,buy,652889,161078,4324
1784862934583615789,cancel,sell,653000,0,4153
1784862934583615789,add,sell,653000,76261,4325
1784862934583674445,cancel,buy,652872,0,4184
1784862934583674445,cancel,buy,652806,0,4140
1784862934583674445,add,buy,652806,106432,4326
1784862934583735210,add,buy,652993,857464,4327
1784862934583872680,add,sell,653295,765352,4328
1784862934583942059,cancel,buy,652986,0,4278
1784862934583942059,add,buy,652986,803553,4329
1784862934583998037,add,buy,652972,765729,4330
1784862934598915416,cancel,buy,652986,0,4329
1784862934598915416,add,buy,652986,773753,4331
1784862934599086754,add,buy,652876,720606,4332
1784862934599145857,add,sell,653294,246502,4333
1784862934599203418,cancel,sell,653298,0,4242
1784862934599203418,cancel,sell,653324,0,4289
1784862934599203418,add,sell,653324,1426233,4334
1784862934599246751,cancel,buy,652999,0,4321
1784862934599246751,add,buy,652999,11099137,4335
1784862934599283525,cancel,buy,652908,0,4239
1784862934599283525,add,buy,652908,30632,4336
1784862934599317451,cancel,buy,652954,0,4305
1784862934599317451,add,buy,652954,400000,4337
1784862934599351933,trade,buy,653000,76019,104191606
1784862934599351933,trade,buy,653000,243,104191607
1784862934599351933,trade,buy,653008,51,104191608
1784862934599417773,add,buy,653016,103490,4341
1784862934599417773,cancel,sell,653000,0,4325
1784862934599417773,add,sell,653000,243,4342
1784862934599417773,cancel,sell,653000,0,4342
1784862934599417773,cancel,sell,653325,0,4218
1784862934599417773,add,sell,653325,369197,4343
1784862934599417773,cancel,sell,653008,0,3434
1784862934599417773,cancel,sell,653328,0,4297
1784862934599417773,add,sell,653328,309,4344
1784862934599473526,cancel,buy,652999,0,4335
1784862934599473526,add,buy,652999,8265648,4345
1784862934599506874,cancel,buy,652999,0,4345
1784862934599506874,add,buy,652999,7619752,4346
1784862934599540513,add,sell,653254,720606,4347
1784862934599652590,cancel,buy,652999,0,4346
1784862934599652590,add,buy,652999,7589663,4348
1784862934599695628,cancel,buy,652999,0,4348
1784862934599695628,add,buy,652999,7494625,4349
1784862934599731263,cancel,buy,653016,0,4341
1784862934599731263,add,buy,653016,403490,4350
1784862934599764543,cancel,buy,653016,0,4350
1784862934599764543,add,buy,653016,414863,4351
1784862934599797213,cancel,buy,653016,0,4351
1784862934599797213,add,buy,653016,714863,4352
1784862934599828992,cancel,buy,652999,0,4349
1784862934599828992,add,buy,652999,7483252,4353
1784862934599862834,cancel,buy,652999,0,4353
1784862934599862834,add,buy,652999,7424252,4354
1784862934599909559,cancel,buy,653016,0,4352
1784862934599909559,add,buy,653016,773863,4355
1784862934599945673,cancel,buy,652873,0,4287
1784862934599945673,add,buy,652873,70000,4356
1784862934599978647,cancel,sell,653254,0,4347
1784862934599978647,cancel,sell,653328,0,4344
1784862934599978647,add,sell,653328,309,4357
1784862934600015256,cancel,buy,652986,0,4331
1784862934600015256,add,buy,652986,8040,4358
1784862934600050397,cancel,buy,652999,0,4354
1784862934600050397,add,buy,652999,7423958,4359
1784862934600050397,cancel,buy,653016,0,4355
1784862934600050397,add,buy,653016,774157,4360
1784862934617321912,cancel,buy,653016,0,4360
1784862934617321912,add,buy,653016,877612,4361
1784862934617497565,cancel,buy,653016,0,4361
1784862934617497565,add,buy,653016,1115305,4362
1784862934617557409,cancel,buy,652957,0,4310
1784862934617557409,cancel,buy,652824,0,4309
1784862934617557409,add,buy,652824,612,4363
1784862934617610339,add,sell,653302,785221,4364
1784862934617648881,cancel,buy,652999,0,4359
1784862934617648881,add,buy,652999,7186264,4365
1784862934617683693,cancel,sell,653263,0,4322
1784862934617683693,cancel,sell,653328,0,4357
1784862934617683693,add,sell,653328,309,4366
1784862934617725548,cancel,buy,652958,0,4319
1784862934617725548,add,buy,652958,555043,4367
1784862934617759956,add,sell,653253,233124,4368
1784862934617794517,cancel,buy,652975,0,4308
1784862934617794517,cancel,buy,652821,0,4311
1784862934617794517,add,buy,652821,47143,4369
1784862934617832378,cancel,sell,653253,0,4368
1784862934617832378,cancel,sell,653328,0,4366
1784862934617832378,add,sell,653328,309,4370
1784862934617920274,cancel,buy,652891,0,4312
1784862934617920274,add,buy,652891,844696,4371
1784862934617955546,add,sell,653253,18023,4372
1784862934617989359,cancel,buy,652986,0,4358
1784862934617989359,add,buy,652986,7657,4373
1784862934617989359,cancel,buy,652999,0,4365
1784862934617989359,add,buy,652999,7186647,4374
1784862934618208854,cancel,sell,653302,0,4364
1784862934618208854,cancel,sell,653328,0,4370
1784862934618208854,add,sell,653328,309,4375
1784862934618280156,add,sell,653149,2685,4376
1784862934634811988,cancel,buy,652958,0,4367
1784862934634811988,cancel,buy,652820,0,4320
1784862934634811988,add,buy,652820,59000,4377
1784862934634811988,add,buy,652910,555084,4378
1784862934635068518,add,sell,653204,720606,4379
1784862934635142673,cancel,buy,652986,0,4373
1784862934635142673,cancel,buy,652820,0,4377
1784862934635142673,add,buy,652820,59000,4380
1784862934635202089,cancel,buy,652956,0,4262
1784862934635202089,cancel,buy,652806,0,4326
1784862934635202089,add,buy,652806,106432,4381
1784862934635344433,cancel,buy,652999,0,4374
1784862934635344433,add,buy,652999,7156847,4382
1784862934635405793,cancel,sell,653295,0,4328
1784862934635405793,cancel,sell,653325,0,4343
1784862934635405793,add,sell,653325,369197,4383
1784862934635460392,add,sell,653203,227247,4384
1784862934635503028,cancel,sell,653203,0,4384
1784862934635503028,cancel,sell,653325,0,4383
1784862934635503028,add,sell,653325,369197,4385
1784862934635548697,cancel,buy,652908,0,4336
1784862934635548697,add,buy,652908,89632,4386
1784862934635586856,cancel,sell,653294,0,4333
1784862934635586856,cancel,sell,653328,0,4375
1784862934635586856,add,sell,653328,309,4387
1784862934635631109,add,buy,652943,51,4388
1784862934656885388,cancel,buy,652999,0,4382
1784862934656885388,add,buy,652999,7351604,4389
1784862934657117190,cancel,sell,653308,0,4317
1784862934657117190,add,sell,653308,963257,4390
1784862934657465357,cancel,sell,653308,0,4390
1784862934657465357,add,sell,653308,753265,4391
1784862934657544837,cancel,sell,653324,0,4334
1784862934657544837,cancel,sell,653330,0,4246
1784862934657544837,add,sell,653330,114212,4392
1784862934657544837,add,sell,653287,1426233,4393
1784862934657617164,add,sell,653324,2296645,4394
1784862934657664368,cancel,sell,653308,0,4391
1784862934657664368,cancel,sell,653328,0,4387
1784862934657664368,add,sell,653328,309,4395
1784862934657714006,add,sell,653323,829938,4396
1784862934657752092,add,sell,653286,443775,4397
1784862934660197845,cancel,buy,652999,0,4389
1784862934660197845,add,buy,652999,7841593,4398
1784862934660344977,cancel,buy,652999,0,4398
1784862934660344977,add,buy,652999,7972687,4399
1784862934660398229,cancel,buy,652999,0,4399
1784862934660398229,add,buy,652999,8082687,4400
1784862934660437443,cancel,buy,652882,0,3958
1784862934660437443,cancel,buy,652806,0,4381
1784862934660437443,add,buy,652806,106432,4401
1784862934660479286,add,buy,652822,154576,4402
1784862934660509526,cancel,buy,652999,0,4400
1784862934660509526,add,buy,652999,7968359,4403
1784862934660537861,cancel,buy,652891,0,4371
1784862934660537861,add,buy,652891,153400,4404
1784862934660569269,cancel,buy,652999,0,4403
1784862934660569269,add,buy,652999,7247753,4405
1784862934665738424,add,buy,652976,68685,4406
1784862934665871854,add,buy,652946,230100,4407
1784862934665922606,add,buy,652833,1232,4408
1784862934675030788,add,sell,653274,84168,4409
1784862934675232416,cancel,buy,652833,0,4408
1784862934675232416,cancel,buy,652822,0,4402
1784862934675232416,add,buy,652822,154576,4410
1784862934675311661,cancel,buy,652955,0,4264
1784862934675311661,cancel,buy,652821,0,4369
1784862934675311661,add,buy,652821,47143,4411
1784862934675370419,cancel,buy,652976,0,4406
1784862934675370419,cancel,buy,652820,0,4380
1784862934675370419,add,buy,652820,59000,4412
1784862934675417494,cancel,buy,652891,0,4404
1784862934675417494,cancel,buy,652806,0,4401
1784862934675417494,add,buy,652806,106432,4413
1784862934675463648,cancel,buy,653016,0,4362
1784862934675463648,add,buy,653016,1209225,4414
1784862934675503978,cancel,buy,652999,0,4405
1784862934675503978,add,buy,652999,7052996,4415
1784862934675540128,cancel,buy,653016,0,4414
1784862934675540128,add,buy,653016,1297598,4416
1784862934675587013,cancel,sell,653287,0,4393
1784862934675587013,cancel,sell,653324,0,4394
1784862934675587013,add,sell,653324,2296645,4417
1784862934675587013,cancel,sell,653264,0,4200
1784862934675587013,add,sell,653264,1485233,4418
1784862934675633485,cancel,buy,652822,0,4410
1784862934675633485,add,buy,652793,3042033,4419
1784862934690229453,add,sell,653294,18044,4420
1784862934690391711,cancel,sell,653204,0,4379
1784862934690391711,cancel,sell,653324,0,4417
1784862934690391711,add,sell,653324,2296645,4421
1784862934690448547,add,buy,652833,1232,4422
1784862934690487411,cancel,sell,653286,0,4397
1784862934690487411,cancel,sell,653325,0,4385
1784862934690487411,add,sell,653325,369197,4423
1784862934690523088,cancel,sell,653253,0,4372
1784862934690523088,add,sell,653253,441450,4424
1784862934690550861,add,buy,652822,154576,4425
1784862934690577509,cancel,sell,653294,0,4420
1784862934690577509,cancel,sell,653328,0,4395
1784862934690577509,add,sell,653328,309,4426
1784862934690610732,add,sell,653273,43169,4427
1784862934690635861,cancel,sell,653300,0,4077
1784862934690635861,add,sell,653300,25000,4428
1784862934690663800,add,buy,652932,673766,4429
1784862934690691706,add,sell,653235,765422,4430
1784862934690716806,cancel,buy,653016,0,4416
1784862934690716806,add,buy,653016,2063277,4431
1784862934690743985,add,sell,653234,228478,4432
1784862934690769204,cancel,buy,652833,0,4422
1784862934690769204,cancel,buy,652820,0,4412
1784862934690769204,add,buy,652820,59000,4433
1784862934690798040,cancel,sell,653264,0,4418
1784862934690798040,add,sell,653264,59000,4434
1784862934690798040,add,sell,653288,1426233,4435
1784862934698487220,cancel,sell,653253,0,4424
1784862934698487220,add,sell,653253,18023,4436
1784862934698639843,cancel,buy,653016,0,4431
1784862934698639843,add,buy,653016,2177419,4437
1784862934698695099,cancel,sell,653273,0,4427
1784862934698695099,add,sell,653273,463365,4438
1784862934698736933,cancel,buy,653016,0,4437
1784862934698736933,add,buy,653016,2073964,4439
1784862934698788990,cancel,buy,652999,0,4415
1784862934698788990,add,buy,652999,6949541,4440
1784862934698819196,cancel,buy,653016,0,4439
1784862934698819196,add,buy,653016,1773964,4441
1784862934698848702,cancel,sell,653235,0,4430
1784862934698848702,cancel,sell,653323,0,4396
1784862934698848702,add,sell,653323,829938,4442
1784862934698881781,cancel,buy,652822,0,4425
1784862934698881781,cancel,buy,652806,0,4413
1784862934698881781,add,buy,652806,106432,4443
1784862934698912771,add,buy,653000,2559418,4444
1784862934698938644,add,buy,652955,188100,4445
1784862934698964100,cancel,sell,653234,0,4432
1784862934698964100,cancel,sell,653324,0,4421
1784862934698964100,add,sell,653324,2296645,4446
1784862934698992441,add,buy,652891,478765,4447
1784862934699079513,add,buy,652933,393567,4448
1784862934716119438,cancel,sell,653324,0,4446
1784862934716119438,cancel,sell,653325,0,4423
1784862934716119438,add,sell,653325,369197,4449
1784862934716316532,cancel,sell,653149,0,4376
1784862934716316532,cancel,sell,653328,0,4426
1784862934716316532,add,sell,653328,309,4450
1784862934716316532,add,sell,653263,2685,4451
1784862934716387344,cancel,sell,653323,0,4442
1784862934716387344,cancel,sell,653328,0,4450
1784862934716387344,add,sell,653328,309,4452
1784862934719971120,add,sell,653323,492852,4453
1784862934723595858,cancel,buy,653016,0,4441
1784862934723595858,add,buy,653016,1807442,4454
1784862934723765487,cancel,sell,653323,0,4453
1784862934723765487,cancel,sell,653328,0,4452
1784862934723765487,add,sell,653328,309,4455
1784862934731128363,add,sell,653323,144390,4456
1784862934731339999,cancel,buy,652999,0,4440
1784862934731339999,add,buy,652999,3306012,4457
1784862934731339999,cancel,buy,653016,0,4454
1784862934731339999,add,buy,653016,5451270,4458
1784862934731410291,cancel,sell,653323,0,4456
1784862934731410291,add,sell,653323,2440910,4459
1784862934731458278,cancel,buy,653000,0,4444
1784862934731458278,add,buy,653000,4031243,4460
1784862934741780036,add,sell,653322,829901,4461
1784862934741965223,cancel,sell,653323,0,4459
1784862934741965223,add,sell,653323,2296520,4462
1784862934742204888,cancel,buy,653000,0,4460
1784862934742204888,add,buy,653000,1471825,4463
1784862934742285809,cancel,sell,653323,0,4462
1784862934742285809,cancel,sell,653325,0,4449
1784862934742285809,add,sell,653325,369197,4464
1784862934742386163,cancel,buy,652890,0,4314
1784862934742386163,add,buy,652890,492913,4465
1784862934742456380,cancel,buy,652890,0,4465
1784862934742456380,add,buy,652890,382913,4466
1784862934742505887,cancel,sell,653322,0,4461
1784862934742505887,cancel,sell,653328,0,4455
1784862934742505887,add,sell,653328,309,4467
1784862934742558004,add,sell,653322,144390,4468
1784862934837314815,cancel,buy,652999,0,4457
1784862934837314815,add,buy,652999,3212093,4469
1784862934837499305,cancel,buy,652987,0,4295
1784862934837499305,cancel,buy,652824,0,4363
1784862934837499305,add,buy,652824,612,4470
1784862934837600147,cancel,buy,653016,0,4458
1784862934837600147,add,buy,653016,5582364,4471
1784862934837648579,cancel,buy,653016,0,4471
1784862934837648579,add,buy,653016,5692364,4472
1784862934837689738,cancel,buy,652840,0,4300
1784862934837689738,cancel,buy,652821,0,4411
1784862934837689738,add,buy,652821,47143,4473
1784862934837746791,add,buy,653002,229777,4474
1784862934837785190,add,sell,653187,720606,4475
1784862934837846108,cancel,buy,652890,0,4466
1784862934837846108,cancel,buy,652821,0,4473
1784862934837846108,add,buy,652821,47143,4476
1784862934837883113,cancel,buy,653016,0,4472
1784862934837883113,add,buy,653016,6075203,4477
1784862934837913504,cancel,buy,652891,0,4447
1784862934837913504,cancel,buy,652820,0,4433
1784862934837913504,add,buy,652820,59000,4478
1784862934837946517,add,buy,652891,292499,4479
1784862934837976176,cancel,sell,653187,0,4475
1784862934837976176,cancel,sell,653325,0,4464
1784862934837976176,add,sell,653325,369197,4480
1784862934838008999,cancel,buy,652999,0,4469
1784862934838008999,add,buy,652999,3211710,4481
1784862934838008999,cancel,buy,653016,0,4477
1784862934838008999,add,buy,653016,6075586,4482
1784862934838272570,cancel,buy,653016,0,4482
1784862934838272570,add,buy,653016,6796192,4483
1784862934838324073,cancel,buy,653016,0,4483
1784862934838324073,add,buy,653016,6804025,4484
1784862934838361989,cancel,sell,653288,0,4435
1784862934838361989,cancel,sell,653328,0,4467
1784862934838361989,add,sell,653328,309,4485
1784862934838361989,add,sell,653308,1426233,4486
1784862934838422367,cancel,sell,653273,0,4438
1784862934838422367,add,sell,653273,43169,4487
1784862934838453897,cancel,sell,653322,0,4468
1784862934838453897,cancel,sell,653328,0,4485
1784862934838453897,add,sell,653328,309,4488
1784862934838508490,add,sell,653307,602955,4489
1784862934838561427,cancel,buy,652889,0,4324
1784862934838561427,add,buy,652889,159547,4490
1784862934838593018,cancel,buy,653016,0,4484
1784862934838593018,add,buy,653016,6805557,4491
1784862934838623199,add,sell,653294,1531,4492
1784862934838652855,cancel,sell,653263,0,4451
1784862934838652855,cancel,sell,653325,0,4480
1784862934838652855,add,sell,653325,369197,4493
1784862934838652855,add,sell,653297,2685,4494
1784862934869713388,cancel,buy,652999,0,4481
1784862934869713388,add,buy,652999,3080616,4495
1784862934869908344,cancel,buy,652999,0,4495
1784862934869908344,add,buy,652999,2970616,4496
1784862934878423466,add,sell,653236,765420,4497
1784862934878580332,add,sell,653276,765374,4498
1784862934878631549,cancel,buy,652933,0,4448
1784862934878631549,add,buy,652933,2690892,4499
1784862934885952522,cancel,sell,653273,0,4487
1784862934885952522,add,sell,653273,267357,4500
1784862934886253676,cancel,buy,652933,0,4499
1784862934886253676,add,buy,652933,2297325,4501
1784862934886368493,add,buy,652934,976313,4502
1784862934886428006,cancel,buy,652889,0,4490
1784862934886428006,add,buy,652889,157547,4503
1784862934888356811,cancel,sell,653276,0,4498
1784862934888356811,add,sell,653306,765339,4504
1784862934889070541,cancel,sell,653273,0,4500
1784862934889070541,add,sell,653273,43169,4505
1784862934913272625,add,sell,653235,246501,4506
1784862934913445996,cancel,sell,653253,0,4436
1784862934913445996,cancel,sell,653306,0,4504
1784862934913445996,add,sell,653306,765339,4507
1784862934913521954,trade,buy,653017,10000,104191609
1784862934913583462,add,buy,653032,110927,4509
1784862934913583462,cancel,sell,653017,0,3610
1784862934913583462,cancel,sell,653307,0,4489
1784862934913583462,add,sell,653307,602955,4510
1784862934917859755,cancel,buy,653016,0,4491
1784862934917859755,add,buy,653016,6702067,4511
1784862934918370509,cancel,buy,652972,0,4330
1784862934918370509,cancel,buy,652824,0,4470
1784862934918370509,add,buy,652824,612,4512
1784862934918492485,cancel,buy,653032,0,4509
1784862934918492485,add,buy,653032,169927,4513
1784862934918545595,cancel,buy,653016,0,4511
1784862934918545595,add,buy,653016,6668588,4514
1784862934918726540,add,buy,653017,756265,4515
1784862934918780275,add,sell,653216,720606,4516
1784862934918821695,cancel,buy,653032,0,4513
1784862934918821695,add,buy,653032,263846,4517
1784862934918857428,cancel,buy,653032,0,4517
1784862934918857428,add,buy,653032,394940,4518
1784862934918892438,cancel,buy,653032,0,4518
1784862934918892438,add,buy,653032,632633,4519
1784862934918922874,cancel,buy,653032,0,4519
1784862934918922874,add,buy,653032,742633,4520
1784862934918951993,cancel,buy,653032,0,4520
1784862934918951993,add,buy,653032,754006,4521
1784862934918982316,cancel,buy,653016,0,4514
1784862934918982316,add,buy,653016,6580215,4522
1784862934919011939,cancel,buy,653017,0,4515
1784862934919011939,cancel,buy,652824,0,4512
1784862934919011939,add,buy,652824,612,4523
1784862934919048721,cancel,buy,653016,0,4522
1784862934919048721,add,buy,653016,6280215,4524
1784862934919082630,cancel,buy,653032,0,4521
1784862934919082630,add,buy,653032,842379,4525
1784862934919128353,cancel,buy,653016,0,4524
1784862934919128353,add,buy,653016,6268842,4526
1784862934919170312,cancel,buy,653032,0,4525
1784862934919170312,add,buy,653032,1608039,4527
1784862934919208081,add,buy,653017,1058770,4528
1784862934919238282,cancel,buy,653016,0,4526
1784862934919238282,add,buy,653016,6154700,4529
1784862934919266211,cancel,buy,653032,0,4527
1784862934919266211,add,buy,653032,1740212,4530
1784862934919295615,cancel,buy,653016,0,4529
1784862934919295615,add,buy,653016,6154406,4531
1784862934919295615,cancel,buy,653032,0,4530
1784862934919295615,add,buy,653032,1740506,4532
1784862934937736968,add,sell,653215,226791,4533
1784862934944604760,trade,buy,653033,218,104191610
1784862934944811382,add,buy,653039,110926,4535
1784862934944811382,cancel,sell,653033,0,3499
1784862934944811382,cancel,sell,653306,0,4507
1784862934944811382,add,sell,653306,765339,4536
1784862934944885942,cancel,buy,653039,0,4535
1784862934944885942,add,buy,653039,348619,4537
1784862934944932903,cancel,buy,653039,0,4537
1784862934944932903,add,buy,653039,442538,4538
1784862934944970602,cancel,buy,653016,0,4531
1784862934944970602,add,buy,653016,5433800,4539
1784862934945003092,cancel,buy,653039,0,4538
1784862934945003092,add,buy,653039,501538,4540
1784862934945033060,cancel,buy,653032,0,4532
1784862934945033060,add,buy,653032,1681506,4541
1784862934952430910,cancel,buy,653032,0,4541
1784862934952430910,add,buy,653032,1670133,4542
1784862934952632754,cancel,buy,653032,0,4542
1784862934952632754,add,buy,653032,1432440,4543
1784862934952701778,cancel,buy,653032,0,4543
1784862934952701778,add,buy,653032,1338521,4544
1784862934952770446,cancel,buy,653039,0,4540
1784862934952770446,add,buy,653039,589912,4545
1784862934952819000,cancel,buy,653032,0,4544
1784862934952819000,add,buy,653032,1250147,4546
1784862934952861273,cancel,buy,652891,0,4479
1784862934952861273,add,buy,652891,15292499,4547
1784862934953619088,cancel,sell,653236,0,4497
1784862934953619088,cancel,sell,653307,0,4510
1784862934953619088,add,sell,653307,1101162,4548
1784862934953769354,cancel,sell,653235,0,4506
1784862934953769354,cancel,sell,653308,0,4486
1784862934953769354,add,sell,653308,1426233,4549
1784862934953824023,add,sell,653235,18023,4550
1784862934964558032,cancel,buy,653016,0,4539
1784862934964558032,add,buy,653016,5050961,4551
1784862934968733859,add,buy,652905,382904,4552
1784862934968871024,cancel,buy,653032,0,4546
1784862934968871024,add,buy,653032,1249853,4553
1784862934968871024,cancel,buy,653039,0,4545
1784862934968871024,add,buy,653039,590206,4554
1784862934995235145,cancel,buy,653016,0,4551
1784862934995235145,add,buy,653016,5050578,4555
1784862934995235145,cancel,buy,653032,0,4553
1784862934995235145,add,buy,653032,1250236,4556
1784862934999172151,cancel,buy,652954,0,4337
