beta0,beta1,beta2,mu0,mu1,a000,a001,a002,a010,a011,a012,a100,a101,a102,a110,a111,a112
3.60278e-09,3.60278e-10,3.60278e-11,3.35016e-11,2.48257e-11,1.76425e-09,6.61068e-12,6.01288e-12,6.39854e-12,5.92046e-12,5.88104e-12,6.14705e-12,5.80571e-12,5.79137e-12,2.35448e-09,6.43172e-12,5.84337e-12
