ts,equity
1784862938556719160,997251
1784862938856260494,997251
1784862938967894610,997251
1784862938999485934,997251
1784862939069823109,997251
1784862939131103259,997199
1784862939138814696,997083
1784862939139709905,997067
1784862939158815909,996874
1784862939166578109,996874
1784862939186171318,996830
1784862939201933307,996830
1784862939285747265,996830
1784862939324840331,996830
1784862939504648707,996830
1784862939740576004,996830
1784862940030878724,996830
1784862940247491635,996830
1784862940862862372,996830
1784862940903080608,996830
1784862940937743729,996830
1784862941162703055,996830
1784862941560803111,996830
1784862942127212511,996830
1784862942447392455,996830
1784862942772966193,996830
1784862942847384250,996830
1784862942924830939,996810
1784862942925907894,996810
1784862942926546487,996650
1784862942927003386,996650
1784862942927419437,996650
1784862942928654754,996650
1784862942929186468,996440
1784862942929737739,996440
1784862942943778820,996440
1784862943005024586,996440
1784862943036753726,996440
1784862943309323247,996440
1784862943423616138,996440
1784862943510198935,996440
1784862943864183444,996440
1784862943979431289,996439
1784862944266009194,996439
1784862944276810236,996439
1784862944335781999,996442
1784862944496417316,996439
1784862944842744694,996439
1784862945101321497,996439
1784862945364116657,996439
1784862945505760100,996439
1784862945968522714,996439
1784862946055096525,996439
1784862946070003986,996439
1784862946085635174,996439
1784862946085939157,996439
1784862946097331312,996439
1784862946121627765,996439
1784862946169151211,996439
1784862946199238700,996439
1784862946264855933,996439
1784862946330307235,996439
1784862946370592429,996439
1784862946401090597,996439
1784862946568133962,996439
1784862946854844407,996439
1784862947282725606,996439
1784862947348600093,996439
1784862947609416821,996439
1784862947609898139,996439
1784862947610604320,996439
1784862947610986562,996439
1784862947611428466,996439
1784862947611875355,996439
1784862947612251372,996439
1784862947613159508,996439
1784862947619291191,996439
1784862947637662570,996439
1784862947700723362,996439
1784862947701366741,996439
1784862947708057488,996439
1784862947762405506,996439
1784862947775754084,996439
1784862947804817260,996439
1784862947868807039,996439
1784862947941748918,996439
1784862948143561344,996439
1784862948431955892,996439
1784862948556123417,996439
1784862948556624348,996439
1784862948558631880,996439
1784862948709872796,996439
1784862948921727074,996439
1784862949035363893,996439
1784862949037875592,996439
1784862949127001590,996439
1784862949381616291,996439
1784862949449332738,996439
1784862950131161136,996439
1784862950332608374,996439
1784862951601980413,996439
1784862951804848760,996439
1784862951880006166,996548
1784862951886731552,996548
1784862951887296293,996606
1784862952190690011,996608
1784862952819810031,996606
1784862952845487870,996606
1784862952862841279,996606
1784862952880076577,996606
1784862952936548605,996606
1784862953087069832,996606
1784862953248860735,996606
1784862953383732532,996606
1784862953474397956,996606
1784862954502511667,996606
1784862954879439462,996606
1784862955031827178,996606
1784862955623758888,996606
1784862955903063747,996606
1784862955903570457,996606
1784862955903983765,996606
1784862955904542536,996606
1784862955913342574,996606
1784862955929639775,996606
1784862955961778467,996606
1784862956102234992,996606
1784862956368053274,996606
1784862957028569391,996606
1784862957543618777,996606
1784862957666676423,996606
1784862958075241597,996606
1784862958083554664,996606
1784862958101114972,996606
1784862958121528258,996606
1784862958122212767,996606
1784862958135045209,996606
1784862958145855422,996606
1784862958157225685,996606
1784862958171409866,996606
1784862958182386812,996606
1784862958192984303,996606
1784862958248152903,996606
1784862958333185769,996606
1784862958411568415,996606
1784862958482042775,996606
1784862958581089014,996606
1784862959006573458,996606
1784862959125440491,996566
1784862959131924575,996445
1784862959139839125,996565
1784862959147998265,996413
1784862959150006315,996415
1784862959157332654,996502
1784862959168838471,996474
1784862959209344893,996474
1784862959252767397,996474
1784862959259537133,996474
1784862959266536674,996474
1784862959280711832,996474
1784862959356947995,996474
1784862959364357665,996536
1784862959425515682,996575
1784862959439828182,996575
1784862959510424751,996575
1784862959516442909,996565
1784862959580351896,996576
1784862959580567758,996584
1784862959587114218,996582
1784862959680341156,996582
1784862959697292683,996582
1784862959699859540,996582
1784862959737115098,996585
1784862959849824897,996585
1784862959926875097,996585
1784862960157465199,996585
1784862960225105044,996585
1784862960245247982,996585
1784862960261798215,996585
1784862960321551744,996585
1784862960421742184,996585
1784862960464979490,996585
1784862960633805493,996585
1784862961099672271,996585
1784862961633345247,996585
1784862962202908368,996585
1784862962248346482,996585
1784862962251694822,996585
1784862962267870617,996585
1784862962302638628,996585
1784862962420249191,996585
1784862962659498780,996585
1784862963377495088,996585
1784862963377774160,996585
1784862963385233209,996585
1784862963391435550,996585
1784862963430694805,996585
1784862963632110748,996585
1784862963681678073,996585
1784862963732789865,996585
1784862964117201745,996585
1784862964593319679,996586
1784862965094654867,996585
1784862965323327062,996585
1784862965548847615,996585
1784862965577875165,996585
1784862965601487969,996585
1784862965637789262,996585
1784862966039868068,996585
1784862966104739988,996585
1784862966142546074,996585
1784862966151750076,996585
1784862966755895895,996585
1784862967683534286,996585
1784862968098554757,996586
1784862968407154099,996586
1784862968421255569,996586
1784862968598640322,996586
1784862968729058109,996586
1784862969008866172,996586
1784862969009342936,996586
1784862969009826857,996586
1784862969120218984,996586
1784862969366752751,996586
1784862969497611181,996586
1784862970081267181,996586
1784862970207564290,996586
1784862970269678401,996586
1784862970418297368,996586
1784862970925740408,996586
1784862971095363334,996586
1784862971216661645,996586
1784862972184689546,996586
1784862972186462386,996586
1784862972472166535,996586
1784862973412582634,996586
1784862973679360982,996586
1784862974131943617,996586
1784862974162420705,996586
1784862974298355227,996586
1784862975099271702,996586
1784862975205077896,996586
1784862975668116300,996547
1784862975669353337,996426
1784862975670720840,996430
1784862975672605420,996429
1784862975673329176,996442
1784862975678411061,996486
1784862975722938930,996486
1784862975818607100,996486
1784862975982743398,996486
1784862975995228716,996486
1784862976027133799,996534
1784862976104639333,996563
1784862976143904634,996563
1784862976155090376,996563
1784862976182527944,996563
1784862976278319852,996563
1784862976476419065,996563
1784862976875958750,996563
1784862977007019500,996563
1784862977007611300,996563
1784862977008100584,996563
1784862977009084727,996563
1784862977073639601,996563
1784862977124118353,996563
1784862977260533282,996563
1784862977357803295,996563
1784862977426797136,996563
1784862977484172376,996563
1784862977555770405,996563
1784862977616229338,996563
1784862977780887140,996563
1784862978222357684,996563
1784862979150811979,996563
1784862979413500646,996563
1784862979675457559,996563
1784862980116852309,996563
1784862980956258874,996563
1784862980971861386,996563
1784862980982681655,996563
1784862981002598300,996563
1784862981351320196,996563
1784862981509018465,996563
1784862981632295380,996563
1784862981815195561,996563
1784862982425143212,996563
1784862982430820442,996563
1784862982632059623,996563
1784862983242944182,996563
1784862984677454832,996563
1784862985465507075,996563
1784862986622265764,996563
1784862987006585407,996563
1784862987750947375,996564
1784862988851220604,996563
1784862990718277474,996563
1784862992276933125,996563
1784862992307388174,996563
1784862992338309000,996563
1784862992356057240,996563
1784862992408482460,996563
1784862992617542839,996563
