beta0,beta1,beta2,mu0,mu1,a000,a001,a002,a010,a011,a012,a100,a101,a102,a110,a111,a112
0.102785,0.0102785,0.00102785,0.00135762,0.00140892,0.0678926,0.000236504,4.86357e-05,0.000711976,4.8413e-07,4.16889e-06,0.000593319,5.07302e-07,1.63655e-05,0.0692973,4.16813e-05,5.07339e-05
